Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude
Polychrome,Outback Slab > Silver Lake > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/113763094/polychrome,3.0,-1,Sport,5.10c,1,215,44.5157,-73.8017
Trillium,Wayback Cliff > Silver Lake > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/111879027/trillium,3.0,-1,Trad,-5.10,2,330,44.51817,-73.81084
Capstone,Charcoal Kiln Quarry > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/114431182/capstone,3.0,-1,"Trad, TR",5.10,1,65,44.43514,-74.27028
Tangled up in Azure,Azure Mountain > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/108320548/tangled-up-in-azure,3.0,-1,Trad,5.8 PG13,1,60,44.54125,-74.50099
Chalk Full O' Nuts,Azure Mountain > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/108337536/chalk-full-o-nuts,3.0,-1,Trad,5.10b PG13,1,50,44.54125,-74.50099
Rural Juror,Devil's Washdish > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/111475826/rural-juror,3.0,-1,Sport,5.11b,1,70,43.82485,-73.61212
Thing 1,State Brook > H: Southern Mountains > Adirondacks > New York,https://www.mountainproject.com/route/112004847/thing-1,3.0,-1,Trad,5.9,1,70,43.26951,-74.56834
Placid Es Pontas,Pulpit Rock > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/111974584/placid-es-pontas,3.0,-1,Trad,5.11,1,60,44.3121,-73.96722
Hot Compress,Lost Hunters > H: Southern Mountains > Adirondacks > New York,https://www.mountainproject.com/route/106902780/hot-compress,3.0,-1,Sport,5.12a,1,50,43.27049,-74.51824
Call Me Gone,3 - Right Side Taper > Slanting Cracks Wall > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/112876846/call-me-gone,3.0,-1,Trad,5.10a,1,70,43.5378,-73.9677
Illegal Aliens,Right End > Starbuck Right > Starbuck Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/113166736/illegal-aliens,3.0,-1,Trad,5.10c PG13,1,70,43.77338,-74.08842
Above and Beyond,The Beyond > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/113205146/above-and-beyond,3.0,-1,Trad,5.11a,1,80,44.07255,-73.69963
SMASH!,Upper South Corner Cliffs > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/111198573/smash,3.0,-1,Sport,5.12b,1,70,43.5378,-73.9677
Chock full o' nuts,Nestle Wall > Spanky's Area > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/106907186/chock-full-o-nuts,3.0,-1,Trad,5.6 PG13,2,230,44.12912,-73.72468
Never Alone,Sky High Wall > Sky High > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/109651586/never-alone,3.0,-1,Trad,5.7,1,95,43.54061,-73.95651
Aunt Polly,Huckleberry Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/107777982/aunt-polly,3.0,-1,Trad,5.6 PG13,2,275,43.78244,-74.26537
I'll Fly Away,Right-Steep Side > Waterfall Wall > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/111108296/ill-fly-away,3.0,-1,"Sport, TR",5.10a,1,40,43.54377,-73.94987
Hit Girl,Cedar River Crag > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/110728242/hit-girl,3.0,-1,Trad,5.11a,1,80,43.74566,-74.46219
Sky High,Sky High Ridge > Sky High > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/107966729/sky-high,3.0,-1,Trad,5.2,1,30,43.5378,-73.9677
Brownies and Beer,Sweeper Wall > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/108967818/brownies-and-beer,3.0,-1,Trad,5.9,1,90,43.54608,-73.96494
Jeff-James,Twin Falls Cliff > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/107800840/jeff-james,3.0,-1,Trad,5.12d,1,70,44.33737,-75.02798
The Clash,Upper South Corner Cliffs > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/109838353/the-clash,3.0,-1,Trad,5.11a,1,65,43.5378,-73.9677
The Slash,Upper South Corner Cliffs > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/109651960/the-slash,3.0,-1,Trad,5.11a,1,90,43.5378,-73.9677
Slabmeister,3 - Right Side Taper > Slanting Cracks Wall > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/107922419/slabmeister,3.0,-1,Trad,5.11a PG13,1,170,43.5378,-73.9677
Side Show,Black Arches Wall > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/106810619/side-show,3.0,-1,Trad,5.10a/b,1,45,43.5431,-73.95414
Stoned in a Crowded Corner,Right of Ladder > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/106533771/stoned-in-a-crowded-corner,3.0,-1,TR,5.10a,1,40,43.5378,-73.9677
Lost in the Crowd,Right of Ladder > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/106533807/lost-in-the-crowd,3.0,-1,Trad,5.8,1,40,43.5378,-73.9677
Toiling Men,Right of Ladder > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/106533789/toiling-men,3.0,-1,TR,5.10a,1,50,43.5378,-73.9677
Stemtastic,Ark Wall > Shelving Rock > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/110644908/stemtastic,2.2,-1,Sport,5.8,1,50,43.56076,-73.5939
Hollie's High Step,State Brook > H: Southern Mountains > Adirondacks > New York,https://www.mountainproject.com/route/109600686/hollies-high-step,2.4,-1,Trad,5.8,1,70,43.26951,-74.56834
Perky Andrea,Eagle Falls > I: Old Forge Region > Adirondacks > New York,https://www.mountainproject.com/route/114577157/perky-andrea,2.6,-1,Sport,5.10b,1,90,43.9051,-75.1959
Bogosity (Link-up),Pitchoff Chimney Cliff > C: Keene Region > Adirondacks > New York,https://www.mountainproject.com/route/109199800/bogosity-link-up,2.6,-1,Trad,5.8,2,140,44.23598,-73.86449
Chocoholic,Birch Wall > Spanky's Area > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/106523769/chocoholic,2.6,-1,Trad,5.11b,1,60,44.1287,-73.72395
Lead 101,Under the Measles Wall > Measles Walls > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/107897116/lead-101,2.6,-1,Trad,5.1,1,50,43.53828,-73.95797
Springtime,Right Side > King Phillips Spring Wall > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/109082119/springtime,2.6,-1,Trad,5.8,1,120,44.07637,-73.67057
It's on Ya!,Right End > Deadwater > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/113590039/its-on-ya,2.5,-1,Trad,5.9,1,75,44.06109,-73.66381
Ten Point Buck,New Buck > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/107618631/ten-point-buck,2.5,-1,Trad,5.6,1,80,43.49929,-73.59952
Jammer,Upper South Corner Cliffs > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/108728685/jammer,2.5,-1,Trad,5.9,1,70,43.5378,-73.9677
Full Recovery,Black Arches Wall > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/106892006/full-recovery,2.8,-1,Trad,5.6,2,140,43.5431,-73.95414
Dig It,Left End > Deadwater > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/107824276/dig-it,2.6,-1,Trad,5.7,1,60,44.06057,-73.66462
O'Tom's Tick Twister,Belleview Slab > Belleview > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/107723745/otoms-tick-twister,2.6,-1,Trad,5.7+ PG13,1,60,43.5391,-73.95986
Lost Chance aka The Natural,Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/109081043/lost-chance-aka-the-natural,2.5,-1,Trad,5.10b,1,90,44.40783,-73.50371
Gun Show,Black Arches Wall > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/106810610/gun-show,2.7,-1,Trad,5.10a,1,30,43.5431,-73.95414
Cowpoke Chimney,Left End > Deadwater > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/107103987/cowpoke-chimney,2.2,-1,Trad,5.7,1,80,44.06057,-73.66462
WMD,Desert Shield Area > Shelving Rock > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/108192877/wmd,1.8,-1,Sport,5.6,1,55,43.55751,-73.60322
Once Upon a Climb in the Northeast,Main Cliff > Deadwater > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/119409425/once-upon-a-climb-in-the-northeast,2.8,-1,Trad,5.10c,1,50,44.06109,-73.66381
Still Bill,Rogers Slide > Rogers Rock > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/115194459/still-bill,2.8,-1,Sport,5.8,2,300,43.7974,-73.46669
Time Bomb,Main Cliff > Deadwater > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/111008955/time-bomb,2.7,-1,Trad,5.10d,1,100,44.06109,-73.66381
Monsters Inc,State Brook > H: Southern Mountains > Adirondacks > New York,https://www.mountainproject.com/route/110784471/monsters-inc,2.7,-1,Trad,5.10b/c,1,90,43.26951,-74.56834
Doodle Bug,Main Wall > Shelving Rock > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/108291239/doodle-bug,2.7,-1,Trad,5.9 PG13,1,100,43.5605,-73.60366
Lex Luther,Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/118901463/lex-luther,2.8,-1,Trad,5.10b,1,80,44.40783,-73.50371
Otherwise Normal People,Tilman's Arete > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/119617685/otherwise-normal-people,2.8,-1,Trad,5.8,1,120,44.13797,-73.74651
Face of a Thousand Cracks,Eagle Falls > I: Old Forge Region > Adirondacks > New York,https://www.mountainproject.com/route/107605387/face-of-a-thousand-cracks,2.1,-1,Trad,5.6,1,30,43.9051,-75.1959
Under the Influence,Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/119893213/under-the-influence,2.8,-1,Trad,5.10d PG13,1,160,44.40783,-73.50371
Sully's Success,State Brook > H: Southern Mountains > Adirondacks > New York,https://www.mountainproject.com/route/110789462/sullys-success,2.8,-1,Trad,5.6,1,90,43.26951,-74.56834
Habeas Corpus,The Courthouse > E: High Peaks Region > Adirondacks > New York,https://www.mountainproject.com/route/112938131/habeas-corpus,2.8,-1,Trad,5.8,1,80,44.17651,-73.84421
Saratoga,Sky High Wall > Sky High > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/111108076/saratoga,2.8,-1,Trad,5.8,1,100,43.54061,-73.95651
Thin Soles,New Buck > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/107423669/thin-soles,2.8,-1,Trad,5.10b PG13,1,30,43.49929,-73.59952
P.T. Pillar,Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/106059281/pt-pillar,2.0,-1,Trad,5.8,1,100,44.40783,-73.50371
Coach and Mary,Lost T > H: Southern Mountains > Adirondacks > New York,https://www.mountainproject.com/route/111762660/coach-and-mary,2.3,-1,"Trad, TR",5.7,1,50,43.2608,-74.5222
Autopilot,New Buck > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/108331380/autopilot,2.3,-1,"Trad, TR",5.6,1,50,43.49929,-73.59952
In The Buff,Snowy Mt > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/106523391/in-the-buff,2.4,-1,Sport,5.7,1,50,43.69963,-74.38656
Group Therapy,Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/106684835/group-therapy,2.1,-1,Trad,5.9,1,90,44.40783,-73.50371
Grapes of Wrath,Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/106821694/grapes-of-wrath,2.6,-1,Trad,5.11b,1,90,44.40783,-73.50371
Bottleneck,Giant Mountain > E: High Peaks Region > Adirondacks > New York,https://www.mountainproject.com/route/106904295/bottleneck,2.5,-1,"Trad, Alpine",5.5,1,80,44.16146,-73.71989
"Edge of Insanity, aka The Shark's Fin",Serac Wall > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/117926788/edge-of-insanity-aka-the-sharks-fin,2.5,-1,"Trad, TR",5.10d,1,70,44.138,-73.74257
Belleview,Belleview Slab > Belleview > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/107723808/belleview,2.2,-1,Trad,5.9 PG13,1,110,43.5391,-73.95986
Falconer,Moss Cliff > D: Wilmington Region > Adirondacks > New York,https://www.mountainproject.com/route/110902112/falconer,2.5,-1,Trad,5.11a,3,310,44.34048,-73.89977
The Snake,Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/111976004/the-snake,2.4,-1,Trad,5.4 PG13,3,400,44.40783,-73.50371
Case Route,Wallface > E: High Peaks Region > Adirondacks > New York,https://www.mountainproject.com/route/109646624/case-route,2.6,-1,Trad,5.5 PG13,6,1000,44.137,-74.035
Discovered Check,Belleview Slab > Belleview > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/107723776/discovered-check,2.4,-1,Trad,-5.8,1,65,43.5391,-73.95986
Two Lefts Don't Make It Right,Ark Wall > Shelving Rock > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/110645059/two-lefts-dont-make-it-right,2.1,-1,Sport,5.8,1,60,43.56076,-73.5939
Mission to Mars,Wallface > E: High Peaks Region > Adirondacks > New York,https://www.mountainproject.com/route/109544815/mission-to-mars,2.7,-1,Sport,5.11c,2,150,44.137,-74.035
Excalibur,Lower Washbowl Cliffs > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/117550362/excalibur,2.6,-1,Trad,5.8,1,120,44.1445,-73.7512
Roaring Brook Falls,Roaring Brook Falls > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/109090269/roaring-brook-falls,2.6,-1,Trad,5.7 PG13,3,520,44.15043,-73.76672
Flavor of the Day,Lost T > H: Southern Mountains > Adirondacks > New York,https://www.mountainproject.com/route/107564808/flavor-of-the-day,2.6,-1,Sport,5.12a,1,45,43.2608,-74.5222
Golden Road,Tanager Face > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/112499447/golden-road,2.6,-1,Trad,5.10c,1,50,44.13715,-73.74584
Devil Wears Prana,New Buck > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/108331402/devil-wears-prana,2.6,-1,"Trad, TR",5.10c PG13,1,50,43.49929,-73.59952
Flexi Flyer,The Barkeater Cliff > C: Keene Region > Adirondacks > New York,https://www.mountainproject.com/route/107200257/flexi-flyer,1.9,-1,Trad,5.9 PG13,1,80,44.25695,-73.8634
Luminous,Stewarts Ledge > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/116534470/luminous,2.7,-1,"Sport, TR",5.9 PG13,1,40,43.50607,-73.62633
Open and Shut,Case Wall > Beer Walls > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/113781648/open-and-shut,2.7,-1,Sport,5.9,1,130,44.14701,-73.76368
"Masks, Methanol, and Moonshine",Ranney Cliff > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/119484428/masks-methanol-and-moonshine,2.7,-1,Trad,5.10a,1,70,44.17831,-73.77665
Sport Climbing is Neither,South Colton > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/107127092/sport-climbing-is-neither,2.3,-1,"Trad, TR",5.8,1,25,44.4873,-74.8517
Clippin' Chippies and Dustin' Beavers,Sharp Bridge Campground > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/119669504/clippin-chippies-and-dustin-beavers,2.7,-1,Trad,5.9,1,70,44.04296,-73.67425
To Infinity and Beyond,Lake Pleasant Quarry > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/116955488/to-infinity-and-beyond,2.7,-1,Sport,5.9,1,35,43.46001,-74.43685
H1N1,Lower Measles Wall > Measles Walls > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/106605444/h1n1,2.3,-1,Sport,5.8,1,32,43.53814,-73.95876
Hawkeye,Chatiemac Cliff > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/120018353/hawkeye,2.7,-1,Sport,5.11a,1,90,43.65702,-74.0376
The Crucible of War,Rogers Slide > Rogers Rock > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/111983654/the-crucible-of-war,2.7,-1,Trad,5.7 R,2,220,43.7974,-73.46669
Princess Garnet,Hooper Garnet mine > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/114359285/princess-garnet,2.7,-1,"Trad, TR",5.7,1,60,43.70905,-74.10161
Jelly Arms,The Spider's Web > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/112964560/jelly-arms,2.7,-1,"Trad, TR",5.11b/c,1,50,44.1454,-73.75082
Wheezy,Lake Pleasant Quarry > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/116955404/wheezy,2.7,-1,"Sport, TR",5.10b,1,35,43.46001,-74.43685
Train Wreck,New Buck > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/113585861/train-wreck,2.7,-1,Trad,5.5,1,75,43.49929,-73.59952
